1 0.00606040034744415 5.99221391350824e-05
2 0.00603927491924783 7.32372873959442e-05
3 0.00054005351049069 5.7820187058244e-06
4 0.00056598300343913 1.0217132681678e-05
5 0.00013426784395798 5.72333037496264e-06
6 3.07041416240939e-05 6.20934722972422e-07
7 1.68000671600943e-05 1.2790451433542e-06
8 4.98807075421936e-06 6.69534335973054e-07
9 1.26210679063377e-06 1.82038434126675e-06
10 4.7131678559964e-09 9.27861558697174e-07
11 1.08920480856867e-07 9.52575561763425e-07
12 1.14556673036503e-08 8.75364931651745e-08
13 5.49020517937038e-09 6.72267775447821e-07
14 4.90954488174822e-09 1.54916944428152e-06
15 2.51069431911333e-09 1.16957370210891e-06
16 3.22750937087335e-10 2.42142109452281e-06
17 8.05340460985349e-10 5.54649617789948e-07
18 7.65981944539362e-09 5.36442732457232e-08
19 4.37733806979423e-07 1.52303516109953e-06
20 28.7721761045348 0.0313061074227738
