100 4.37502335793128e-05 9.35808051687006e-06 0.000271625461067172 0.00297203959324194 0.000234553157092529 0.000254141671286216 0.0627713145589187 0.0570973362601561 0.0540696329253864 1.26593635570886 1.26634243659866
110 2.16717704579768e-05 1.12299653760611e-05 2.8972547340914e-05 0.0018371692228348 0.000310567154011319 3.63627489309384e-05 0.0671287062132059 0.0612428341341473 0.0579590335971278 1.26598069074878 1.26493002971083
121 3.49445179521654e-05 7.45111317831049e-06 4.42790301446693e-05 0.00304579890359434 0.00044058270608656 0.000226898554017982 0.223991265673833 0.249042622469718 0.249246166941286 1.26595868825354 1.2675719001382
133 2.12972092191466e-05 5.91036176161661e-06 1.25746921754894e-05 0.00219643079532976 0.000514375890404146 6.87477994852477e-05 0.0656670881972834 0.0761953018691881 0.0792717181565905 1.26601633393739 1.26551063129966
146 2.85111532792907e-05 6.04869107533357e-06 3.78954861300175e-06 0.00342568883081808 0.000555133794105146 8.31832641512125e-05 0.0604598125825266 0.066051796096164 0.0672681354955547 1.26604252239804 1.27144539081137
160 1.76770789206053e-05 4.507792028598e-06 5.56557326394623e-06 0.00231850747399919 0.000385493936536032 5.01159721789447e-05 0.0010215118797624 0.00788488169224233 0.00882934142404079 1.26603796600038 1.26475945385473
176 1.5018853527081e-05 1.77113619934832e-06 2.26895162807451e-06 0.00222936226141107 0.00020312698211199 5.46433397377798e-05 0.0641156236650167 0.0736760980906388 0.0729103877963584 1.26600689308823 1.26535135056421
193 1.19324383894134e-05 2.18054048373752e-06 1.3890922105964e-06 0.00197017642439632 0.000280598855525799 8.17767489903843e-05 0.00785846370303256 0.00362946013769927 0.00170268075970526 1.26600228852557 1.2614238150012
212 1.02936006668426e-05 2.03591686334676e-06 5.20209393587428e-07 0.00181919839053045 0.000294562134714365 3.83338477855301e-05 0.0368614084334765 0.0286382744619038 0.0261721776712543 1.26598443139862 1.26700503331068
233 1.02330209924771e-05 1.95587162913767e-06 7.15903746554231e-07 0.00207488436831297 0.000336699943000091 4.65510973574373e-05 0.0574100999848657 0.050556246014885 0.0477812120636193 1.26602195118882 1.26331803284953
256 9.61408666377585e-06 1.44699480989708e-06 5.56615939372931e-07 0.00219749593479356 0.000265661434766023 5.70297960262548e-05 0.0570691966112209 0.0664632787592478 0.0666671343715484 1.26602028076175 1.26597178170608
281 7.82028435496878e-06 1.08633013144958e-06 2.61542945999317e-07 0.00197591330445917 0.000231742902408512 3.36765192965309e-05 0.0508306621010122 0.0469524469385538 0.0499795187798825 1.265993102409 1.26270005648072
309 9.87406148341632e-06 1.27824361229748e-06 1.95523729476226e-07 0.00274539379979187 0.000304634984539829 3.20898942115891e-05 0.133189588231283 0.139515867484119 0.13680407594878 1.26598756396073 1.26061151390411
