100 5.25961696932148e-06 1.36522028315925e-06 2.02189340383863e-05 0.000384925416676656 3.78328723771059e-05 1.05203377216972e-05 0.00368017212906513 0.00943084511355652 0.00669352852527982 1.41866479970152 1.41918731999786
110 6.18801829286446e-06 7.39428814895754e-07 3.50845476695116e-06 0.000490294601607985 3.02681177025873e-05 7.99539409378827e-06 0.229967642830769 0.234085137154421 0.234408763954399 1.4186701190241 1.41771975911881
121 4.09451817369057e-06 5.68993419008145e-07 1.23874981449621e-06 0.000375684111419696 2.77981828212952e-05 3.60089393349067e-06 0.0229790294731524 0.0218477464744786 0.0204601297576354 1.41867383386448 1.42113893171701
133 3.77253303496044e-06 3.49347429389192e-07 1.46645708912332e-06 0.000389219586450046 2.2906373026101e-05 4.05348424949302e-06 0.330938150931146 0.334608376471193 0.335953770582923 1.41868453608571 1.41881926737532
146 2.51287308197588e-06 4.10765560503588e-07 3.01580859740893e-07 0.000284992246617623 3.08687217343074e-05 3.05765100158364e-06 0.0767153583863582 0.074224393942242 0.0721019140977248 1.41866656268922 1.41802387418236
160 2.25995572305989e-06 2.69753965225997e-07 5.26064729808687e-07 0.000294426261309666 2.30082398457215e-05 4.60568186983254e-06 0.195908793085392 0.199667182865943 0.199777734443677 1.41867516214982 1.41783172750276
176 1.88261825419299e-06 1.77781207702766e-07 5.67767418867417e-08 0.000272540502082132 1.75230535581905e-05 1.97747980841888e-06 0.167097165097974 0.165912842052724 0.165726872522902 1.41867019618454 1.41900473660968
193 1.51524594575789e-06 1.48170547677439e-07 6.90855858693159e-08 0.000249626976734305 1.73546693644923e-05 2.2161575967661e-06 0.0374029812851706 0.0372021439938478 0.0381777963628515 1.41867631149892 1.41679820956053
212 1.52871654667616e-06 1.28614336358507e-07 2.14950207384114e-08 0.000275285451134912 1.90171962186423e-05 1.5587557997702e-06 0.0721709991717474 0.0699331321860601 0.0703201888268696 1.4186738118254 1.41744533640981
233 1.54059637577798e-06 1.16585553912788e-07 5.00174777127915e-08 0.00031550674616 1.80657143916677e-05 1.76534444633294e-06 0.0340785574039701 0.0307182352248816 0.0296900693141693 1.41867152516926 1.41853293664751
256 1.10694708041081e-06 8.84317062127403e-08 1.91184632023757e-08 0.000250667875287305 1.63074424973123e-05 1.55132226963508e-06 0.0351035668021938 0.0343541084918957 0.0336342488000129 1.41867087872843 1.41754936689809
